p_div,func_decline,p_diff,p_die,fitness
0.191885,16.2298,0.658107,0.129501,0.43316
0.4658,11.4401,0.085977,0.208381,3.03926
0.296288,18.6956,0.570481,0.10552,0.27264
0.125876,6.26855,0.293572,0.164539,0.60823
0.581564,7.59209,0.115016,0.168744,12.687
0.347679,10.8811,0.309273,0.0724094,0.352
0.113667,0.292183,0.482445,0.287738,0.708403
0.0974464,19.5283,0.441969,0.137957,0.60823
0.521643,16.5021,0.434158,0.0279977,1.10381
0.0135545,15.1767,0.437164,0.10267,0.520695
0.578252,13.5156,0.114062,0.0739253,24.3931
0.334979,1.51754,0.594927,0.0739253,0.116403
0.292334,16.7305,0.0624456,0.219978,0.290181
0.359441,10.603,0.0228299,0.200133,1.26092
0.373593,15.4426,0.100686,0.0737341,3.82856
0.334979,1.51754,0.594927,0.027233,0.24429
0.526331,16.5228,0.0542032,0.210766,7.75904
0.578252,16.5021,0.434158,0.0279977,2.3948
0.583355,17.4483,0.0243864,0.00515404,55.9176
0.583355,17.4483,0.0243864,0.00515404,60.7386
0.583355,17.4483,0.0243864,0.00515404,60.3568
0.673489,17.3167,-0.0181578,0.0145422,73.3686
0.583355,17.4483,0.0958858,0.00515404,40.6995
0.583355,17.4483,0.0958858,0.00515404,38.5251
0.583355,17.4483,0.233894,0.00515404,18.7754
0.599589,19.6139,0.0141557,0.168744,18.8796
0.599589,19.6139,0.0141557,0.00515404,63.2218
0.599589,13.5156,0.0141557,0.00515404,59.1139
0.427002,8.45304,0.233894,0.00515404,6.91604
0.343312,10.8811,0.0958858,0.0866611,4.73502
0.578252,13.5156,0.114062,0.027233,35.4954
0.4658,15.4426,0.164291,0.208381,0.813419
0.356554,19.7331,-0.0252934,0.0390055,15.3619
0.526331,8.45304,0.233894,0.00515404,10.6928
0.4658,15.4426,0.164291,0.208381,0.779611
0.578252,19.6139,0.0141557,0.0866611,31.0576
0.526331,8.45304,0.233894,0.00515404,15.1477
0.526331,8.45304,0.233894,0.00515404,14.5416
0.578252,8.45304,0.233894,0.00515404,15.7479
0.0135545,15.1767,0.437164,0.10267,0.43316
0.23824,19.6139,0.0141557,0.0866611,0.893504
0.553812,8.55574,0.142932,-0.130627,54.5692
0.339818,5.72192,0.422976,0.114184,0.0947178
0.0842268,5.67109,0.816044,0.0449651,0.19649
0.590278,14.6004,0.345336,0.0326321,2.46086
0.599589,13.5156,0.0141557,0.0866611,44.0166
0.599589,19.6139,0.0141557,0.0866611,42.5325
0.578252,19.6139,0.114062,0.0406184,32.2577
0.343312,18.212,0.0521464,0.0406184,8.98931
0.599589,16.5021,0.434158,0.0279977,1.33057
0.581564,7.59209,0.115016,0.168744,17.6123
0.684557,10.8033,0.170421,0.0468361,25.8565
0.441742,7.37469,0.349959,0.0236448,2.21107
0.599589,16.5021,0.434158,0.0279977,1.21772
0.599589,19.6139,0.0141557,0.00515404,59.3346
0.0842268,5.67109,0.816044,0.0449651,0.19649
0.529567,8.45304,0.0141557,0.0866611,28.4636
0.465387,18.1984,0.113394,0.298373,0.658701
0.578252,13.5156,0.114062,0.027233,36.9856
0.581564,7.59209,0.115016,0.168744,7.8241
0.334979,1.51754,0.594927,0.0739253,0.0603588
0.441742,7.37469,0.349959,0.0236448,0.905215
0.292334,16.7305,0.0624456,0.219978,0.150242
0.590278,10.8811,0.345336,0.0326321,6.13572
0.578252,19.6139,0.114062,0.0739253,18.7469
0.406331,3.10296,0.0466261,0.151765,4.81868
0.343312,18.212,0.0958858,0.0406184,7.55227
0.406331,3.10296,0.0466261,0.151765,7.73247
0.521643,16.5021,0.434158,0.0279977,2.50114
0.578252,18.9743,0.114062,0.0739253,27.5337
0.0135545,15.1767,0.437164,0.10267,0.60823
0.526331,8.45304,0.176621,0.00515404,19.4546
0.526331,8.45304,0.233894,0.00515404,8.73331
0.203393,0.982101,0.723519,0.0638166,0.0535796
0.343312,10.8811,0.0958858,0.0406184,6.84065
0.0603662,6.25448,0.767328,0.0214329,0.19649
0.343312,16.3153,0.0553971,0.0279977,10.6632
0.310029,18.2161,0.0232374,0.107326,1.69517
0.334979,1.51754,0.594927,0.027233,0.287993
0.0246125,3.95269,0.741439,0.188447,0.60823
0.406331,3.10296,0.0466261,0.151765,4.19073
0.385664,14.5557,0.23443,-0.0264735,8.27062
0.581564,7.59209,0.115016,0.168744,4.93264
0.347679,18.212,0.0958858,0.0406184,8.16206
0.343312,14.6004,0.0958858,0.0406184,6.41525
0.431019,14.6773,0.164291,0.144074,0.707138
0.526331,8.45304,0.233894,0.00515404,7.72024
0.599589,13.5156,0.0141557,0.0866611,46.4199
0.343312,10.8811,0.309273,0.0724094,0.156582
0.0918448,13.0166,0.545236,0.288577,0.60823
0.523811,13.4201,0.180433,0.00930922,25.2551
0.343312,18.212,0.0958858,0.0406184,5.7833
0.23824,10.2431,0.432816,0.0292182,0.20433
0.578252,13.5156,0.085977,0.027233,42.0414
0.343312,10.8811,0.0958858,0.0406184,5.9366
0.296288,18.6956,0.570481,0.10552,0.708403
0.427002,8.45304,0.233894,0.00515404,7.03153
0.427002,8.45304,0.233894,0.00515404,6.5713
0.343312,18.212,0.0521464,0.0406184,6.13055
0.347679,18.212,0.0958858,0.0406184,7.34342
0.422763,18.212,0.0958858,0.0406184,17.2318
0.427002,8.45304,0.233894,0.00515404,3.67419
0.154057,4.16753,0.00314642,0.58823,0.708403
0.343312,18.212,0.0958858,0.0406184,7.49486
0.343312,18.212,0.0521464,0.0406184,9.64
0.301878,13.8569,0.353786,0.0919313,0.0791947
0.0383321,14.771,0.788048,0.0745371,0.208792
0.191885,16.2298,0.658107,0.129501,0.520695
0.343312,7.20539,0.0958858,0.0406184,5.53284
0.339818,5.72192,0.422976,0.114184,0.12973
0.330549,18.2116,0.0921991,0.0199559,8.9505
0.343312,7.20539,0.0958858,0.0406184,7.51184
0.343312,18.212,0.0521464,0.0406184,13.0106
0.599589,19.6139,0.0141557,0.123082,37.6281
0.529567,19.6139,0.0141557,0.0866611,25.5927
0.578252,8.45304,0.114062,0.027233,32.5766
0.684557,10.8033,0.170421,0.0468361,28.1503
0.553812,8.55574,0.142932,-0.130627,54.2267
0.673489,17.3167,0.0958858,0.0145422,45.893
0.673489,17.3167,-0.0181578,0.0145422,79.9046
0.673489,17.3167,0.0958858,0.0145422,55.2425
0.673489,17.3167,-0.0181578,0.00515404,77.4373
0.526331,17.3167,-0.0181578,0.0145422,47.5702
0.673489,17.3167,0.085977,0.0145422,49.4875
0.583355,19.6139,0.0141557,0.00515404,56.3824
0.599589,19.6139,0.0141557,0.00515404,63.519
0.599589,19.6139,0.0141557,0.0406184,50.8369
0.599589,19.6139,0.0141557,0.00515404,62.0657
0.343312,16.3153,0.0553971,0.0279977,11.8801
0.529567,13.5156,0.0141557,0.0866611,33.6804
0.334979,1.51754,0.594927,0.027233,0.120821
0.583355,17.4483,0.0243864,0.00515404,55.8321
0.590278,10.8811,0.345336,0.0326321,8.7658
0.583355,17.4483,0.0243864,0.00515404,64.5468
0.599589,13.5156,0.0141557,0.00515404,64.5219
0.599589,13.5156,0.0141557,0.0866611,38.5888
0.343312,10.8811,0.0958858,0.0866611,3.06269
0.529567,8.45304,0.0141557,0.0866611,24.249
0.0246125,3.95269,0.741439,0.188447,0.708403
0.599589,19.6139,0.0141557,0.00515404,63.5477
0.578252,19.6139,0.114062,0.027233,27.3684
0.347679,18.212,0.0958858,0.0406184,7.66553
0.553812,8.55574,0.114062,-0.130627,48.7301
0.583355,17.4483,0.0958858,0.00515404,43.2242
0.583355,17.4483,-0.0181578,0.00515404,61.8572
0.599589,13.5156,0.0141557,0.0279977,58.4208
0.578252,18.9743,0.114062,0.0739253,31.2152
0.673489,8.45304,0.233894,0.00515404,20.2432
0.583355,17.4483,0.0243864,0.00515404,50.2081
0.427002,8.45304,0.233894,0.00515404,5.03635
0.553812,8.55574,0.142932,-0.130627,52.8539
0.343312,18.212,0.114062,0.0406184,5.01982
0.347679,18.212,0.0958858,0.0406184,6.95749
0.343312,18.212,0.0521464,0.0406184,9.87416
0.578252,19.6139,0.114062,0.0406184,23.0157
0.529567,8.45304,0.0141557,0.0866611,17.2584
0.553812,8.55574,0.114062,-0.130627,54.1922
0.526331,8.45304,0.233894,0.00515404,10.5214
0.583355,17.4483,0.0243864,0.00515404,56.3879
0.523811,13.4201,0.180433,0.00930922,18.9304
0.4658,15.4426,0.164291,0.208381,0.855475
0.599589,16.5021,0.434158,0.0279977,1.29673
0.343312,7.20539,0.0958858,0.0406184,4.12729
0.526331,8.45304,0.176621,0.00515404,21.4138
0.343312,10.8033,0.170421,0.0468361,5.23477
0.578252,8.45304,0.233894,0.00515404,16.5492
0.599589,13.5156,0.0141557,0.0866611,41.7451
0.339818,5.72192,0.422976,0.114184,0.396835
0.0135545,15.1767,0.437164,0.10267,0.60823
0.583355,17.4483,0.0958858,0.00515404,44.557
0.465387,18.1984,0.113394,0.298373,0.689006
0.0842268,5.67109,0.816044,0.0449651,0.167557
0.334979,1.51754,0.594927,0.0739253,0.0951495
0.229509,19.5931,-0.0274483,0.152019,0.48437
0.583355,17.4483,0.233894,0.00515404,20.1214
0.553812,17.4483,0.0958858,0.00515404,33.9596
0.529567,13.5156,0.0141557,0.0866611,31.0682
0.749983,10.8295,-0.0153312,0.0747756,78.8864
0.529567,8.45304,0.0141557,0.0866611,19.5529
0.599589,13.5156,0.233894,0.00515404,17.4041
0.583355,17.4483,0.0141557,0.00515404,62.0334
0.583355,10.8811,0.0243864,0.00515404,60.07
0.599589,19.6139,0.0141557,0.123082,31.6037
0.343312,10.8811,0.0958858,0.0406184,8.12194
0.578252,13.5156,0.114062,0.0739253,20.7542
0.581564,7.59209,0.115016,0.168744,9.23768
0.539379,8.50911,0.0839509,0.00857927,28.2762
0.758512,17.6464,0.132136,-0.075132,90.2953
0.343312,18.212,0.0958858,0.0406184,8.45319
0.526331,8.45304,0.233894,0.00515404,8.49763
0.578252,8.45304,0.114062,0.027233,23.5058
0.758512,17.6464,0.132136,-0.075132,89.86
0.599589,10.8033,0.0141557,0.00515404,54.4721
0.583355,17.4483,0.0243864,0.00515404,56.147
0.583355,17.4483,0.0243864,0.00515404,58.9987
0.0383321,14.771,0.788048,0.0745371,0.361092
0.583355,13.5156,0.0141557,0.0866611,41.8135
0.529567,8.45304,0.0141557,0.0866611,30.5216
0.339818,5.72192,0.422976,0.114184,0.27264
0.590278,14.6004,0.345336,0.0326321,10.4363
0.684557,10.8033,0.170421,0.0468361,33.7784
0.23824,10.2431,0.432816,0.0292182,0.134077
0.578252,8.45304,0.114062,0.027233,33.2509
0.0918448,13.0166,0.545236,0.288577,0.708403
0.578252,8.45304,0.114062,0.027233,32.5879
0.529567,8.45304,0.0141557,0.0866611,31.5408
0.583355,17.4483,0.0243864,0.00515404,54.2528
0.583355,17.4483,0.0243864,0.00515404,60.2309
0.343312,14.6004,0.0958858,0.0406184,4.36663
0.578252,13.5156,0.114062,0.0739253,16.5684
0.599589,16.5021,0.434158,0.0279977,3.16674
0.0603662,6.25448,0.767328,0.0214329,0.328905
0.583355,17.4483,0.0958858,0.00515404,43.3959
0.343312,16.3153,0.0553971,0.0279977,13.2039
0.599589,19.6139,0.0141557,0.168744,27.8959
0.23824,19.6139,0.0141557,0.0866611,2.18107
0.526331,8.45304,0.176621,0.00515404,18.4551
0.296288,18.6956,0.570481,0.10552,0.37695
0.817011,17.6062,-0.0731169,0.0972871,63.4444
0.758512,17.6464,0.132136,-0.075132,77.7632
0.758512,17.4483,0.132136,-0.075132,85.0357
0.749983,17.6464,0.132136,-0.075132,88.5758
0.700342,17.5816,-0.09983,-0.0181187,66.1632
0.758512,17.6464,0.132136,-0.075132,82.7887
0.758112,17.6673,-0.128207,0.0620014,54.1462
0.718159,17.6758,0.267197,-0.144503,67.2841
0.758512,17.6464,0.132136,-0.075132,84.7491
0.758512,17.6464,0.0243864,-0.075132,89.048
0.578252,19.6139,0.114062,0.0406184,34.0259
0.583355,13.5156,0.0141557,0.0866611,42.2967
0.599589,19.6139,0.0141557,0.00515404,62.6664
0.583355,19.6139,0.0141557,0.00515404,58.639
0.529567,13.5156,0.0141557,0.0866611,29.9487
0.526331,8.45304,0.176621,0.00515404,24.9782
0.599589,13.5156,0.0141557,0.0279977,60.0048
0.599589,17.4483,0.0243864,0.00515404,61.6616
0.583355,17.4483,0.0243864,0.00515404,59.6366
0.583355,13.5156,-0.0181578,0.00515404,57.4661
0.526331,8.45304,0.233894,0.00515404,17.857
0.749983,10.8295,-0.0153312,0.00515404,94.4268
0.749983,10.8295,-0.0153312,0.00515404,92.9454
0.583355,17.4483,0.0243864,0.00515404,60.2868
0.5143,8.41838,-0.0508661,0.205634,8.70985
0.673489,17.4483,-0.0181578,0.0145422,65.6198
0.599589,10.8033,0.170421,0.0468361,25.5688
0.583355,17.6464,0.0243864,0.00515404,64.796
0.343312,10.8033,0.170421,0.0468361,6.26792
0.343312,16.3153,0.0553971,0.0279977,13.7178
0.583355,10.8811,0.0243864,0.00515404,55.4784
0.599589,13.5156,0.0141557,0.0279977,55.1406
0.0135545,15.1767,0.437164,0.10267,0.520695
0.343312,16.3153,0.0553971,0.0279977,10.2262
0.347679,18.212,0.0958858,0.0406184,6.70029
0.583355,17.4483,0.0243864,0.00515404,54.396
0.599589,13.5156,0.0141557,0.0145422,62.6969
0.296288,18.6956,0.570481,0.10552,0.256837
0.526331,13.5156,0.0141557,0.00515404,44.1486
0.583355,17.4483,0.0243864,0.00515404,61.9216
0.673489,17.3167,-0.0181578,0.00515404,78.9443
0.599589,17.3167,0.0141557,0.00515404,66.7244
0.578252,8.45304,0.114062,0.027233,29.4248
0.4658,15.4426,0.164291,0.208381,1.10254
0.599589,10.8033,0.0243864,0.00515404,60.4501
0.599589,13.5156,0.0141557,0.0866611,41.427
0.599589,10.8033,0.0141557,0.00515404,62.7263
0.578252,8.45304,0.0243864,0.027233,41.0018
0.599589,19.6139,0.0141557,0.00515404,67.2909
0.673489,17.3167,-0.0153312,0.0145422,74.2632
0.523811,17.4483,0.180433,0.00930922,17.1008
0.673489,8.45304,0.233894,0.00515404,17.9442
0.673489,17.4483,-0.0181578,0.0145422,72.6163
0.529567,13.5156,0.0141557,0.0866611,31.3766
0.570756,13.4682,-0.0963456,-0.0305543,39.3972
0.526331,8.45304,0.233894,0.00515404,18.5074
0.529567,8.45304,0.0141557,0.0866611,28.4064
0.673489,17.4483,-0.0181578,0.0145422,73.8557
0.343312,14.6004,0.0958858,0.0406184,7.47181
0.583355,17.4483,0.0243864,0.00515404,61.5417
0.578252,13.5156,0.114062,0.0739253,27.9188
0.0246125,3.95269,0.741439,0.188447,0.708403
0.693431,19.4297,0.0545785,-0.035654,85.2526
0.599589,19.6139,-0.0181578,0.00515404,62.9539
0.673489,19.6139,-0.0181578,0.0145422,76.8617
0.583355,17.4483,0.0243864,0.00515404,56.063
0.599589,13.5156,0.0141557,0.0279977,47.81
0.578252,19.6139,0.114062,0.0406184,21.0792
0.578252,18.9743,0.114062,0.0739253,23.5756
0.896509,17.6744,0.203299,-0.132878,96.1132
0.673489,17.3167,-0.0181578,0.0145422,74.6825
0.526331,13.5156,0.0141557,0.00515404,47.8396
0.583355,17.3167,0.0243864,0.00515404,60.5339
0.347679,18.212,0.0958858,0.0406184,5.76915
0.555901,17.2622,-0.0722478,0.109729,23.005
0.583355,19.6139,0.0141557,0.00515404,59.9114
0.673489,17.3167,-0.0181578,0.00515404,75.1671
0.389347,19.6219,0.03106,0.0708505,14.192
0.526331,17.3167,-0.0181578,0.0145422,50.3879
0.599589,13.5156,0.0141557,0.0145422,50.8536
0.553812,8.55574,0.114062,-0.130627,55.3822
0.583355,19.6139,0.0141557,0.00515404,60.9157
0.749983,10.8295,0.0141557,0.0747756,77.8576
0.0135545,15.1767,0.437164,0.10267,0.520695
0.553812,17.4483,0.0958858,0.00515404,30.0604
0.572373,17.5029,0.0806782,0.0274248,30.3788
0.670948,8.61246,0.0159847,-0.173235,50.5441
0.583355,19.6139,0.0141557,0.00515404,65.3487
0.553812,8.55574,0.142932,-0.130627,52.9495
0.0918448,13.0166,0.545236,0.288577,0.708403
0.599589,10.8033,0.0141557,0.00515404,65.0456
0.570756,13.4682,-0.0963456,-0.0305543,37.8459
0.599589,19.6139,0.0141557,0.00515404,59.6552
0.749983,10.8295,0.0141557,0.0747756,80.9313
0.583355,10.8811,0.0243864,0.00515404,51.4426
0.583355,17.4483,0.0243864,0.00515404,54.8207
0.23824,19.6139,0.0141557,0.0866611,2.81792
0.673489,17.3167,0.0958858,0.0145422,52.9101
0.673489,17.3167,-0.0153312,0.0145422,77.7835
0.389347,19.6219,0.03106,0.0708505,9.26477
0.534887,17.7288,0.249727,-0.0516148,16.6777
0.896509,17.6744,0.203299,-0.132878,117.673
0.896509,17.6464,0.203299,-0.132878,121.411
0.749983,10.8295,-0.0153312,0.00515404,97.6955
0.749983,10.8295,-0.0181578,0.00515404,95.8102
0.749983,10.8295,-0.0153312,0.00515404,94.5816
0.760291,10.9267,-0.153132,0.115816,43.6371
0.749983,10.8295,0.0243864,0.00515404,91.5364
0.749983,10.8295,-0.0153312,0.00515404,96.8895
0.960204,10.8707,-0.134921,-0.114571,91.8728
0.0246125,3.95269,0.741439,0.188447,0.708403
0.296288,18.6956,0.570481,0.10552,0.19158
0.599589,10.8295,0.0141557,0.0747756,50.8185
0.758512,17.4483,0.132136,-0.075132,82.6266
0.583355,19.6139,0.0141557,0.00515404,63.7304
0.749983,10.8295,0.132136,0.0747756,37.1483
0.673489,17.3167,-0.0153312,0.0145422,80.2226
0.570756,13.4682,-0.0963456,-0.0305543,40.965
0.758112,17.6673,-0.128207,0.0620014,51.4612
0.673489,17.4483,-0.0181578,0.0145422,77.5275
0.347679,18.212,0.0958858,0.0406184,9.0553
0.673489,17.3167,-0.0153312,0.0145422,75.2349
0.343312,14.6004,0.0958858,0.0406184,8.92942
0.0918448,13.0166,0.545236,0.288577,0.708403
0.673489,17.4483,0.132136,-0.075132,49.1027
0.749983,10.8295,-0.0153312,0.00515404,96.2453
0.599589,13.5156,0.0141557,-0.035654,60.6211
0.673489,17.4483,-0.0181578,0.00515404,73.1164
0.578252,19.6139,0.114062,0.0406184,34.7034
0.758512,17.6464,0.0141557,-0.075132,88.159
0.578252,8.45304,0.114062,0.027233,33.6914
0.583355,17.6464,0.0243864,-0.075132,56.4212
