p_div,func_decline,p_diff,p_die,fitness
0.197436,5.93687,0.371993,0.0517634,-0.212504
0.588382,11.1227,0.223429,0.0305705,-35.3048
0.137909,2.54185,0.38922,0.171109,-0.767118
0.323701,17.906,0.010516,0.139005,-6.83955
0.260554,5.93687,0.71729,0.000487651,-0.224286
0.495451,4.82494,0.0738637,0.27764,-2.77376
0.197436,5.93687,0.334656,0.419942,-0.794234
0.385962,13.4891,0.0503021,0.117821,-12.9164
0.415958,10.2301,0.546489,0.0273153,-0.106555
0.00376963,7.61368,0.154819,0.483052,-0.794234
0.185835,19.9703,0.371993,0.310731,-0.794234
0.327152,19.0563,0.529848,0.0331173,-0.042228
0.54317,1.88743,0.163096,0.0993007,-27.0181
0.10349,8.81635,0.762677,0.041599,-0.258806
0.137909,2.54185,0.38922,0.171109,-0.767118
0.102322,10.2301,0.830938,0.0387804,-0.323819
0.078293,9.54002,0.242635,0.539008,-0.794234
0.43389,7.36116,0.49263,0.015595,-0.558529
0.327152,19.0563,0.529848,0.0591417,-0.330728
0.275969,1.7951,0.379028,0.0313017,-0.109996
0.10349,8.81635,0.762677,0.041599,-0.369847
0.316301,8.34744,0.414342,0.0774648,-0.327563
0.316301,8.34744,0.414342,0.0774648,-0.375479
0.337074,8.81635,0.762677,0.041599,-0.227317
0.20434,18.573,0.815363,0.0591417,-0.523442
0.317781,13.6785,0.655041,0.00261157,-0.236232
0.101495,3.5837,0.531947,0.0618465,-0.469775
0.43389,7.36116,0.546489,0.0620606,-0.17074
0.329487,15.6087,0.317684,0.271312,-0.794234
0.102322,10.2301,0.830938,0.0387804,-0.263588
0.415958,2.668,0.546489,0.0273153,-0.302336
0.575674,17.9326,0.2181,0.177904,-8.18006
0.278075,4.89019,0.0844814,0.120198,-1.43713
0.415958,5.36993,0.402395,0.076097,-0.132095
0.38491,1.07153,0.117151,0.0888263,-11.7618
0.377938,14.4245,0.691185,-0.0898342,-0.305036
0.00807754,16.8542,0.398964,0.341145,-0.794234
0.344968,5.36993,0.402395,0.076097,-0.197453
0.419632,15.5867,0.475807,0.0467439,-0.125804
0.344968,10.2301,0.546489,0.0273153,-0.0493896
0.0164943,1.7951,0.421154,0.0452824,-0.39667
0.137446,14.6194,0.11315,0.598156,-0.794234
0.317204,18.8237,0.509734,0.0166032,-0.128521
0.142225,8.39437,0.334656,0.0733994,-0.442825
0.102322,2.668,0.830938,0.0387804,-0.26361
0.337074,8.81635,0.762677,0.041599,-0.159948
0.329487,15.6087,0.317684,0.271312,-0.794234
0.344968,5.36993,0.402395,0.076097,-0.200546
0.587936,14.2959,0.396728,0.008178,-11.0998
0.062603,2.29704,0.107656,0.402505,-0.794234
0.317781,13.6785,0.655041,0.00261157,-0.218026
0.0594307,17.2855,0.815363,0.0629228,-0.480201
0.20434,10.5941,0.68401,0.0169185,-0.169511
0.54317,1.88743,0.163096,0.0993007,-27.4078
0.101495,1.7951,0.379028,0.076097,-0.418008
0.362563,12.4822,0.0446241,0.535112,-0.794234
0.0662511,8.67618,0.0153583,0.241332,-0.794234
0.569156,16.7955,0.157128,0.0247512,-59.6462
0.484568,17.1787,0.21474,0.112176,-6.38085
0.54317,1.88743,0.163096,0.0993007,-24.4676
0.276186,18.573,0.371993,0.0591417,-0.128294
0.381534,17.7487,0.120262,0.0517634,-12.9444
0.317781,13.6785,0.655041,0.00261157,-0.220805
0.101495,17.7391,0.379028,0.0313017,-0.133378
0.102322,10.2301,0.830938,0.0387804,-0.290353
0.419632,15.5867,0.475807,0.0467439,-0.185087
0.16233,11.0421,0.70364,0.0545885,-0.39667
0.475058,5.79433,0.449461,0.050719,-0.386986
0.492274,15.922,0.226694,0.00799291,-26.8797
0.440928,5.06136,0.0761456,0.133709,-13.7264
0.197436,5.93687,0.334656,0.0517634,-0.213468
0.290246,6.6257,0.693758,0.0141663,-0.16384
0.38491,1.07153,0.117151,0.0888263,-7.07879
0.0594307,17.2855,0.371993,0.0629228,-0.506022
0.10349,8.81635,0.762677,0.041599,-0.273219
0.0588097,10.9763,0.297525,0.511485,-0.794234
0.344968,5.36993,0.402395,0.076097,-0.347867
0.517267,11.4405,0.102309,0.236713,-7.3264
0.38491,1.07153,0.117151,0.0888263,-7.16553
0.43389,7.36116,0.546489,0.0620606,-0.173591
0.337453,17.7487,0.120262,0.419942,-0.794234
0.337453,5.18585,0.58153,0.0342892,-0.0719545
0.337453,2.668,0.58153,0.0342892,-0.0614866
0.337453,5.18585,0.58153,0.000487651,-0.286883
0.337453,5.18585,0.58153,0.0342892,-0.0393572
0.337453,5.18585,0.58153,0.0342892,-0.0582136
0.337453,8.81635,0.58153,0.0342892,-0.0866893
0.337453,5.18585,0.58153,0.0331173,-0.0404169
0.337453,5.18585,0.529848,0.0342892,-0.0281465
0.381534,5.18585,0.58153,0.0342892,-0.0244049
0.276186,5.18585,0.58153,0.0342892,-0.0861683
0.045505,8.79123,0.891316,0.0749123,-0.549263
0.54317,1.88743,0.163096,0.0993007,-24.3298
0.197436,5.93687,0.752628,0.0517634,-0.359294
0.327152,19.0563,0.531947,0.0331173,-0.0446518
0.10349,8.81635,0.762677,0.041599,-0.355095
0.337453,5.18585,0.58153,0.0618465,-0.122526
0.419632,10.5941,0.68401,0.0169185,-0.116444
0.327152,19.0563,0.58153,0.0331173,-0.104973
0.337453,5.18585,0.58153,0.0342892,-0.100928
0.327152,5.36993,0.402395,0.076097,-0.168483
0.101495,3.5837,0.531947,0.0618465,-0.396797
0.337074,8.81635,0.762677,0.0517634,-0.402651
0.415958,10.2301,0.546489,0.0273153,-0.0409518
0.218601,19.1381,0.813411,0.0219529,-0.159072
0.276186,10.5941,0.68401,0.0169185,-0.100491
0.276186,5.18585,0.58153,0.0342892,-0.0903647
0.101495,17.7391,0.379028,0.0313017,-0.127823
0.197436,5.93687,0.334656,0.419942,-0.794234
0.415958,2.668,0.546489,0.0273153,-0.349757
0.276186,10.5941,0.68401,0.0169185,-0.0625497
0.415958,2.668,0.546489,0.0273153,-0.239108
0.275969,6.6257,0.379028,0.0313017,-0.0820966
0.317781,13.6785,0.655041,0.00261157,-0.238497
0.260554,5.18585,0.58153,0.0342892,-0.0911482
0.381534,10.5941,0.68401,0.0169185,-0.104646
0.276186,10.5941,0.68401,-0.0898342,-0.227631
0.415958,10.2301,0.546489,0.0273153,-0.108308
0.327152,19.0563,0.531947,0.0331173,-0.0477498
0.276186,10.5941,0.68401,-0.0898342,-0.228395
0.045505,8.79123,0.891316,0.0749123,-0.534849
0.197436,5.93687,0.334656,0.041599,-0.11109
0.492274,15.922,0.226694,0.00799291,-31.2456
0.337453,5.18585,0.379028,0.0342892,-0.285995
0.344968,5.36993,0.402395,0.076097,-0.306419
0.218601,19.1381,0.813411,0.0591417,-0.387072
0.377938,5.18585,0.691185,-0.0898342,-0.352253
0.337453,5.18585,0.58153,0.0273153,-0.0265799
0.102322,10.2301,0.830938,0.0387804,-0.298163
0.337453,5.18585,0.58153,0.0273153,-0.047769
0.323701,17.906,0.010516,0.139005,-8.29621
0.218601,19.1381,0.813411,0.0219529,-0.202747
0.275969,1.7951,0.379028,0.0313017,-0.118387
0.00807754,16.8542,0.398964,0.341145,-0.794234
0.415958,5.36993,0.546489,0.076097,-0.326089
0.260554,5.93687,0.71729,0.0342892,-0.243026
0.337453,5.18585,0.58153,0.0618465,-0.340843
0.327152,19.0563,0.529848,0.0591417,-0.263106
0.10349,8.81635,0.762677,0.041599,-0.345652
0.102322,2.668,0.830938,0.0387804,-0.245486
0.588382,11.1227,0.223429,0.0305705,-36.8488
0.317204,18.8237,0.509734,0.0166032,-0.128889
0.419632,5.93687,0.71729,0.000487651,-0.25577
0.327152,19.0563,0.529848,0.0331173,-0.0492064
0.475058,5.79433,0.449461,0.050719,-0.347499
0.327152,19.0563,0.529848,0.0331173,-0.0976487
0.419632,1.7951,0.421154,0.0452824,-0.689104
0.419632,8.81635,0.58153,0.0342892,-0.040513
0.481314,5.92641,0.28261,0.168476,-0.579959
0.00376963,7.61368,0.154819,0.483052,-0.794234
0.344968,10.2301,0.546489,0.0273153,-0.108152
0.377938,14.4245,0.691185,-0.0898342,-0.342903
0.381534,5.36993,0.402395,0.076097,-0.270398
0.101495,1.7951,0.379028,0.076097,-0.537855
0.275969,6.6257,0.379028,0.0313017,-0.0505921
0.327152,5.93687,0.531947,0.0331173,-0.0283958
0.337453,5.18585,0.379028,0.0342892,-0.197309
0.481314,5.92641,0.28261,0.168476,-0.777815
0.0164943,1.7951,0.421154,0.0452824,-0.438499
0.062603,2.29704,0.107656,0.402505,-0.794234
0.344968,5.36993,0.58153,0.076097,-0.402651
0.102322,10.2301,0.830938,0.0387804,-0.273197
0.00807754,16.8542,0.398964,0.341145,-0.794234
0.10349,8.81635,0.762677,0.041599,-0.262293
0.197436,5.18585,0.58153,0.0342892,-0.125375
0.102322,10.2301,0.830938,0.0387804,-0.334244
0.101495,1.7951,0.379028,0.076097,-0.549263
0.344968,19.0563,0.529848,0.0331173,-0.0457541
0.344968,19.0563,0.529848,0.0331173,-0.0198283
0.276186,18.573,0.371993,0.0219529,-0.0680199
0.327152,19.0563,0.531947,0.0166032,-0.150129
0.197436,5.93687,0.752628,0.0273153,-0.107459
0.317204,18.8237,0.58153,0.0166032,-0.0753995
0.102322,10.2301,0.830938,0.0387804,-0.258794
0.337453,5.18585,0.58153,0.0342892,-0.0407427
0.327152,19.0563,0.531947,0.0331173,-0.0423762
0.337453,5.18585,0.58153,0.0618465,-0.171562
0.337074,8.81635,0.762677,0.041599,-0.207348
0.323701,17.906,0.010516,0.139005,-7.67403
0.316301,8.34744,0.414342,0.0774648,-0.370952
0.415958,5.36993,0.402395,0.076097,-0.19768
0.337453,19.0563,0.529848,0.0331173,-0.0217567
0.344968,19.0563,0.529848,0.0331173,-0.0607628
0.344968,19.0563,0.529848,0.0342892,-0.050502
0.344968,19.0563,0.529848,0.0273153,-0.0315693
0.381534,5.18585,0.58153,0.0331173,-0.0483576
0.381534,5.18585,0.58153,0.0219529,-0.141141
0.381534,5.18585,0.58153,0.0342892,-0.0611122
0.381534,5.18585,0.58153,0.0331173,-0.0297787
0.381534,5.18585,0.546489,0.0342892,-0.0631694
0.337453,5.18585,0.58153,0.0169185,-0.0949046
0.347232,5.22722,0.392736,0.077519,-0.220458
0.197436,5.93687,0.334656,0.419942,-0.794234
0.337453,5.18585,0.58153,0.0342892,-0.0765576
0.260554,5.18585,0.58153,0.0342892,-0.0357737
0.337453,5.18585,0.58153,0.0169185,-0.115537
0.275969,6.6257,0.58153,0.0313017,-0.116753
0.327152,19.0563,0.529848,0.0331173,-0.0601915
0.337453,5.18585,0.58153,0.0273153,-0.0856969
0.260554,5.18585,0.58153,0.0342892,-0.0779518
0.337453,5.18585,0.58153,0.0342892,-0.0596158
0.197436,19.0563,0.529848,0.0331173,-0.177832
0.276186,5.18585,0.58153,0.0342892,-0.0589736
0.323701,17.906,0.010516,0.139005,-6.82102
0.10349,8.81635,0.762677,0.041599,-0.307166
0.102322,2.668,0.830938,0.0387804,-0.313266
0.327152,5.93687,0.531947,0.0331173,-0.0482707
0.337453,5.18585,0.58153,0.0342892,-0.0353283
0.218601,19.1381,0.813411,0.0591417,-0.407957
0.337453,5.18585,0.58153,0.0342892,-0.0543433
0.317204,18.8237,0.509734,0.0166032,-0.0919799
0.337453,5.18585,0.529848,0.0342892,-0.0825461
0.197436,5.93687,0.752628,0.0517634,-0.323464
0.10349,8.81635,0.762677,0.041599,-0.375819
0.327152,19.0563,0.529848,0.0331173,-0.0650158
0.492274,15.922,0.226694,0.00799291,-27.8753
0.337453,8.81635,0.58153,0.0342892,-0.0345583
0.344968,10.2301,0.546489,0.0273153,-0.0272165
0.419632,10.5941,0.68401,0.0169185,-0.102169
0.337453,5.18585,0.58153,0.0342892,-0.0632779
0.337453,5.18585,0.58153,0.0342892,-0.0604549
0.419632,10.5941,0.68401,0.0169185,-0.111409
0.419632,10.5941,0.68401,0.0169185,-0.0969071
0.337453,8.81635,0.58153,0.0342892,-0.034479
0.102322,10.2301,0.830938,0.0387804,-0.282806
0.327152,19.0563,0.529848,0.0331173,-0.0797867
0.344968,5.93687,0.334656,0.041599,-0.306144
0.337453,5.18585,0.58153,0.0618465,-0.246079
0.276186,18.573,0.371993,0.0342892,-0.0611198
0.275969,6.6257,0.379028,0.0313017,-0.0291061
0.276186,5.18585,0.58153,0.0342892,-0.0922885
0.344968,10.2301,0.58153,0.0273153,-0.0531246
0.419632,8.81635,0.58153,0.0342892,-0.0920545
0.337453,5.18585,0.58153,0.0273153,-0.051551
0.0164943,1.7951,0.421154,0.0452824,-0.354968
0.197436,5.18585,0.752628,0.0273153,-0.100528
0.337453,6.6257,0.58153,0.0342892,-0.0499805
0.337453,8.81635,0.58153,0.0342892,-0.095558
0.337453,5.18585,0.58153,0.0342892,-0.0410074
0.337453,5.18585,0.58153,0.0273153,-0.0460037
0.327152,19.0563,0.531947,0.0331173,-0.103333
0.344968,5.36993,0.402395,0.076097,-0.200404
0.275969,6.6257,0.379028,0.0313017,-0.066161
0.377938,5.18585,0.691185,-0.0898342,-0.434394
0.588382,11.1227,0.223429,0.0305705,-33.5696
0.102322,10.2301,0.830938,0.0387804,-0.298163
0.260554,5.18585,0.58153,0.0342892,-0.0797183
0.276186,10.5941,0.68401,0.0273153,-0.137816
0.00376963,7.61368,0.154819,0.483052,-0.794234
0.327152,19.0563,0.531947,0.0166032,-0.0974446
0.276186,10.5941,0.58153,0.0169185,-0.104331
0.327152,19.0563,0.531947,0.0166032,-0.106108
0.101495,17.7391,0.379028,0.0313017,-0.118558
0.276186,10.5941,0.68401,0.0169185,-0.0899108
0.276186,5.18585,0.68401,-0.0898342,-0.274155
0.481314,5.92641,0.28261,0.168476,-0.651986
0.260554,5.18585,0.58153,0.0342892,-0.0693247
0.102322,10.2301,0.830938,0.0387804,-0.274141
0.327152,19.0563,0.58153,0.0331173,-0.0396477
0.327152,19.0563,0.531947,0.0331173,-0.0504818
0.102322,2.668,0.830938,0.0387804,-0.219567
0.337453,5.18585,0.379028,0.0342892,-0.158987
0.218601,19.1381,0.813411,0.0219529,-0.123553
0.337453,5.18585,0.58153,0.0273153,-0.0833804
0.323701,17.906,0.010516,0.139005,-11.231
0.218601,19.1381,0.813411,0.0219529,-0.186448
0.276186,5.18585,0.58153,0.0342892,-0.0647131
0.337453,5.18585,0.58153,0.0342892,-0.0522917
0.317204,18.8237,0.509734,0.0166032,-0.130653
0.323701,17.906,0.010516,0.139005,-9.13813
0.327152,5.36993,0.402395,0.076097,-0.293928
0.337453,5.18585,0.58153,0.0273153,-0.0453538
0.337453,8.81635,0.58153,0.0342892,-0.0659927
0.102322,10.2301,0.830938,0.0387804,-0.249185
0.276186,18.573,0.371993,0.0219529,-0.0745371
0.276186,10.5941,0.68401,0.0273153,-0.0665923
0.276186,19.0563,0.531947,0.0331173,-0.0653287
0.327152,19.0563,0.531947,0.0342892,-0.0715292
0.276186,5.18585,0.58153,0.0342892,-0.0673029
0.337453,5.18585,0.58153,0.0618465,-0.283391
0.10349,8.81635,0.762677,0.041599,-0.366503
0.337453,19.0563,0.529848,0.0331173,-0.0832222
0.337453,5.18585,0.529848,0.0331173,-0.0768349
0.344968,19.0563,0.529848,0.0331173,-0.0694208
0.337453,19.0563,0.58153,0.0331173,-0.106623
0.344968,10.2301,0.546489,0.0273153,-0.083767
0.344968,10.2301,0.379028,0.0273153,-0.17511
0.232208,10.3871,0.622795,0.117384,-0.633704
0.275969,19.0563,0.379028,0.0313017,-0.0628683
0.275969,6.6257,0.379028,0.0313017,-0.0287828
0.275969,6.6257,0.379028,0.0313017,-0.139534
0.327152,5.18585,0.58153,0.0331173,-0.0528028
0.344968,5.18585,0.529848,0.0273153,-0.1158
0.337453,19.0563,0.58153,0.0342892,-0.0879895
0.327152,19.0563,0.531947,0.0331173,-0.0589372
0.337453,5.18585,0.58153,0.0273153,-0.0605892
0.327152,19.0563,0.529848,0.0331173,-0.0481306
0.337453,8.81635,0.58153,0.0342892,-0.0325349
0.337453,6.6257,0.58153,0.0342892,-0.0458869
0.102322,10.2301,0.830938,0.0387804,-0.313393
0.462302,5.99874,0.636142,0.178583,-0.767118
0.327152,8.81635,0.58153,0.0342892,-0.0669727
0.102322,2.668,0.830938,0.0387804,-0.203294
0.303463,5.28306,0.486331,-0.0988949,-0.722702
0.303463,5.28306,0.486331,-0.0988949,-0.674986
0.275969,6.6257,0.58153,0.0313017,-0.0714362
0.323701,17.906,0.010516,0.139005,-10.0931
0.276186,19.0563,0.58153,0.0331173,-0.0700459
0.303463,5.28306,0.486331,-0.0988949,-0.663876
0.323701,17.906,0.010516,0.139005,-6.64124
0.260554,5.18585,0.58153,0.0342892,-0.136744
0.337453,8.81635,0.58153,0.0342892,-0.0691801
0.419632,8.81635,0.58153,0.0342892,-0.0894145
0.327152,19.0563,0.529848,0.0331173,-0.0518881
0.275969,6.6257,0.58153,0.0313017,-0.0426323
0.381534,5.18585,0.58153,0.0331173,-0.0606675
0.337453,5.18585,0.58153,0.0342892,-0.0372715
0.0164943,1.7951,0.421154,0.0452824,-0.365521
0.0164943,1.7951,0.421154,0.0452824,-0.429056
0.323701,17.906,0.010516,0.139005,-9.04101
0.327152,19.0563,0.529848,0.0331173,-0.0863086
0.197436,5.18585,0.58153,0.0273153,-0.127064
0.337453,5.18585,0.58153,0.0342892,-0.043833
0.344968,10.2301,0.529848,0.0273153,-0.101307
0.327152,19.0563,0.529848,0.0331173,-0.0623935
0.275969,6.6257,0.379028,0.0313017,-0.0866616
0.00376963,7.61368,0.154819,0.483052,-0.794234
0.197436,5.93687,0.752628,0.0517634,-0.323691
0.344968,10.2301,0.58153,0.0273153,-0.0640153
0.327152,19.0563,0.531947,0.0331173,-0.113805
0.381534,5.18585,0.58153,0.0331173,-0.0579713
0.344968,19.0563,0.529848,0.0273153,-0.0386577
0.337453,5.18585,0.58153,0.0342892,-0.0273456
0.275969,6.6257,0.379028,0.0313017,-0.0536747
0.381534,5.18585,0.58153,0.0219529,-0.107556
0.337453,5.18585,0.58153,0.0342892,-0.0532004
0.381534,5.18585,0.58153,0.0331173,-0.0376016
0.381534,5.18585,0.58153,0.0342892,-0.0490039
0.327152,5.18585,0.531947,0.0331173,-0.0462587
0.337453,5.18585,0.58153,0.0273153,-0.0617916
0.337453,5.18585,0.58153,0.0273153,-0.0608935
0.381534,5.18585,0.58153,0.0331173,-0.0478239
0.275969,6.6257,0.379028,0.0313017,-0.0333983
0.337453,5.18585,0.58153,0.0342892,-0.0536011
0.337453,8.81635,0.58153,0.0342892,-0.0709307
0.344968,19.0563,0.529848,0.0273153,-0.0603122
0.337453,5.18585,0.58153,0.0342892,-0.0314097
0.419632,8.81635,0.58153,0.0342892,-0.0410398
0.337453,5.18585,0.58153,0.0342892,-0.0540253
0.344968,10.2301,0.529848,0.0273153,-0.0558868
0.303463,5.28306,0.486331,-0.0988949,-0.668795
0.323701,17.906,0.010516,0.139005,-8.14488
0.337453,8.81635,0.58153,0.0342892,-0.0686372
0.276186,19.0563,0.58153,0.0342892,-0.156473
0.317204,18.8237,0.509734,0.0166032,-0.135866
0.337453,5.18585,0.58153,0.0342892,-0.0848681
0.102322,2.668,0.830938,0.0387804,-0.313266
0.327152,5.18585,0.531947,0.0331173,-0.104164
0.344968,19.0563,0.529848,0.0342892,-0.0283523
0.337453,8.81635,0.58153,0.0342892,-0.0888948
0.337453,5.18585,0.58153,0.0342892,-0.0351161
0.462302,5.99874,0.636142,0.178583,-0.767118
0.276186,19.0563,0.58153,0.0331173,-0.0881259
0.275969,6.6257,0.58153,0.0313017,-0.0614326
0.327152,19.0563,0.531947,0.0273153,-0.073425
0.337453,5.18585,0.58153,0.0273153,-0.0630181
0.275969,6.6257,0.546489,0.0313017,-0.0306091
0.275969,6.6257,0.379028,0.0313017,-0.0361582
0.344968,5.36993,0.402395,0.076097,-0.150822
0.337453,5.18585,0.58153,0.0273153,-0.0612351
0.337453,5.18585,0.58153,0.0273153,-0.0406079
0.323701,17.906,0.010516,0.139005,-7.2225
0.276186,19.0563,0.58153,0.0331173,-0.0824986
0.381534,5.18585,0.58153,0.0331173,-0.0404589
0.344968,10.2301,0.58153,0.0273153,-0.0585977
0.337453,6.6257,0.58153,0.0342892,-0.0948801
0.337453,5.18585,0.58153,0.0273153,-0.0495908
0.260554,5.18585,0.58153,0.0342892,-0.0562994
0.327152,5.18585,0.58153,0.0342892,-0.0633676
0.102322,10.2301,0.830938,0.0387804,-0.345652
0.344968,10.2301,0.58153,0.0273153,-0.0563452
0.337453,5.18585,0.58153,0.0342892,-0.0720215
0.337453,5.18585,0.58153,0.0342892,-0.0445751
0.337453,8.81635,0.58153,0.0342892,-0.0490408
0.337453,5.18585,0.58153,0.0342892,-0.0513689
0.337453,5.18585,0.58153,0.0342892,-0.0473593
0.344968,19.0563,0.529848,0.0342892,-0.0445933
0.344968,19.0563,0.529848,0.0342892,-0.0420291
0.344968,19.0563,0.529848,0.0342892,-0.0449451
0.54064,19.1681,0.329617,0.175202,-0.587057
0.381534,19.0563,0.529848,0.0342892,-0.0965138
0.102322,10.2301,0.830938,0.0387804,-0.220168
0.275969,6.6257,0.58153,0.0313017,-0.0557933
0.344968,19.0563,0.529848,0.0273153,-0.0587564
0.337453,5.18585,0.58153,0.0273153,-0.0844445
0.275969,5.18585,0.58153,0.0313017,-0.0528513
