p_div,func_decline,p_diff,p_die,fitness
0.0760809,0.836625,0.465514,0.0322816,-0.230138
0.157132,13.7354,0.456976,0.269465,-1.01169
0.466136,11.9649,0.516859,0.00392492,-0.650436
0.57966,14.6927,0.13072,0.269108,-6.38509
0.19161,11.2413,0.428445,0.0676184,-0.685292
0.536939,3.7612,0.286156,0.0994,-6.66805
0.0449846,13.5755,0.658686,0.0286042,-0.311115
0.0463086,16.8065,0.588304,0.249573,-1.01169
0.32008,18.8987,0.0946879,0.100855,-3.87679
0.545645,14.4424,0.429119,0.0024734,-4.09477
0.160168,1.03263,0.502821,0.326024,-1.01169
0.236918,18.6787,0.0816952,0.215521,-0.846898
0.275798,16.3872,0.42724,0.287518,-1.01169
0.535791,3.19025,0.326087,0.017965,-12.1904
0.175845,1.07671,0.110059,0.38595,-1.01169
0.161083,19.8254,0.176362,0.589756,-1.01169
0.466733,13.6494,0.189673,0.148511,-3.39032
0.4918,11.6471,0.0840042,0.207637,-9.21817
0.33561,13.1398,0.304069,0.227755,-1.01169
0.469191,12.669,0.381071,0.070175,-0.636485
0.304946,19.6266,0.555182,0.136527,-0.95746
0.421924,10.4417,0.115299,0.349785,-0.73836
0.306047,17.6304,0.600837,0.090022,-0.653973
0.0141088,15.3706,0.249012,0.70246,-1.01169
0.414392,11.8427,0.551233,0.0306654,-0.162667
0.356088,13.7629,0.212327,0.086456,-0.942075
0.277718,19.5179,0.714042,0.00500732,-0.283158
0.192286,3.46504,0.178373,0.0663111,-0.126162
0.0665674,3.01447,0.436102,0.446333,-1.01169
0.171426,14.0424,0.152916,0.576464,-1.01169
0.167312,0.20251,0.354584,0.445602,-1.01169
0.0333171,18.4799,0.576463,0.111744,-0.984576
0.0842417,13.139,0.60684,0.131244,-0.931805
0.19469,13.304,0.414387,0.24594,-1.01169
0.176365,3.98385,0.804733,0.00678477,-0.266067
0.301328,8.05609,0.511167,0.0552721,-0.262022
0.442711,11.8515,0.50815,0.00836992,-0.535013
0.326716,1.88834,0.165571,0.214078,-0.837718
0.0561244,9.51926,0.679083,0.147741,-1.01169
0.474615,8.13758,0.490079,0.0286307,-0.352572
0.371693,3.49626,0.582303,0.0143703,-0.223435
0.0274219,7.88605,0.248511,0.129096,-0.95746
0.217014,16.2897,0.564224,0.213824,-1.01169
0.504251,4.41757,0.00479056,0.235222,-18.6001
0.396527,10.2548,0.484175,0.0207282,-0.152429
0.541593,13.7871,0.449295,0.00182167,-4.95825
0.150859,13.8633,0.185058,0.0956088,-0.707948
0.0422379,11.0486,0.723354,0.0981355,-0.931805
0.214784,9.91752,0.530926,0.018466,-0.158264
0.152158,9.94813,0.361125,0.147805,-1.01169
0.52058,13.678,0.00815616,0.124468,-55.7218
0.178552,14.9446,0.435822,0.279459,-1.01169
0.599602,13.2409,0.249272,0.074689,-17.2381
0.481349,1.22769,0.212003,0.0051839,-28.3819
0.383115,19.8234,0.491389,0.0900031,-0.649519
0.580991,8.38156,0.320185,0.0956346,-4.59239
0.546418,1.76991,0.275963,0.0595919,-11.8801
0.374538,1.39267,0.237164,0.0138529,-5.2301
0.281663,10.5515,0.692228,0.00549172,-0.20797
0.0397033,15.1077,0.0909416,0.552867,-1.01169
0.16891,11.4012,0.274914,0.315288,-1.01169
0.290763,11.6867,0.105605,0.17586,-0.457118
0.560328,9.23453,0.187617,0.164646,-8.68702
0.53825,0.507138,0.33711,0.0216206,-29.0834
0.465611,13.3866,0.289145,0.0906176,-1.61617
0.186401,12.3991,0.380668,0.290128,-1.01169
0.51127,5.79388,0.183465,0.165227,-5.93911
0.362632,8.11865,0.00883477,0.581186,-1.01169
0.00483006,17.3052,0.0203551,0.209277,-1.01169
0.134463,2.5646,0.169558,0.545676,-1.01169
0.250795,3.508,0.255724,0.395169,-1.01169
0.198007,9.97445,0.213042,0.550873,-1.01169
0.462021,0.196927,0.0432961,0.247638,-7.56185
